PDB	ChainID	Name	Title	Type	Function	label_asym_id	Residue_seq_id
5NM2	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
5NM2	A	OLA	Oleic acid	Lipid	Cofactor	D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R	A:1203, A:1204, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217
5NM2	A	CLR	Cholesterol	Lipid	Cofactor	W, X, Y	A:1222, A:1223, A:1224
5NM2	A	OLB	(2s)-2,3-dihydroxypropyl (9z)-octadec-9-enoate	Lipid		S, T	A:1218, A:1219
5NM2	A	OLC	1-oleoyl-r-glycerol	Lipid		U, V	A:1220, A:1221
5NM4	A	NA	Sodium ion	Ion	Cofactor	G	A:506
5NM4	A	CLR	Cholesterol	Lipid	Cofactor	I, J, K	A:508, A:509, A:510
5NM4	A	OLA	Oleic acid	Lipid	Cofactor	B, C, D, E, F	A:501, A:502, A:503, A:504, A:505
5NX2	A	NAG	D-glcnac	Other		D	A:603
5NX2	A	SOG	Octyl 1-thio-glucoside	Detergent		E, F, G	A:604, A:605, A:606
5OLG	A	NA	Sodium ion	Ion	Cofactor	FA	A:1231
5OLG	A	OLA	Oleic acid	Lipid	Cofactor	G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W	A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222
5OLG	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E, F	A:1202, A:1203, A:1204, A:1205
5OLG	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA	A:1227, A:1228, A:1229
5OLH	A	NA	Sodium ion	Ion	Cofactor	D	A:1203
5OLH	A	CLR	Cholesterol	Lipid	Cofactor	E, F, G	A:1204, A:1205, A:1206
5OLH	A	OLA	Oleic acid	Lipid	Cofactor	C, CA, H, I, J, K, L, M, N, O, P, Q, R, S, T	A:1202, A:1228, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219
5OLH	A	OLC	1-oleoyl-r-glycerol	Lipid		AA, BA, U, V, W, X, Y, Z	A:1226, A:1227, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
5OLO	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
5OLO	A	OLA	Oleic acid	Lipid	Cofactor	F, G, H, I, J, K, L, M, N, O	A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214
5OLO	A	NA	Sodium ion	Ion	Cofactor	X	A:1223
5OLO	A	OLC	1-oleoyl-r-glycerol	Lipid		P, Q, R, S, T, U, V, W	A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222
5OLV	A	NA	Sodium ion	Ion	Cofactor	C	A:1202
5OLV	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F, G	A:1203, A:1204, A:1205, A:1206
5OLV	A	OLA	Oleic acid	Lipid	Cofactor	BA, CA, H, I, J, K, L, M, N, O, P, Q, R	A:1227, A:1228, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217
5OLV	A	OLC	1-oleoyl-r-glycerol	Lipid		AA, DA, S, T, U, V, W, X, Y, Z	A:1226, A:1229, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
5OLZ	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E, F	A:1202, A:1203, A:1204, A:1205
5OLZ	A	OLA	Oleic acid	Lipid	Cofactor	G, GA, H, I, J, K, L, M, N, O, P, Q, R, S, T	A:1206, A:1232, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219
5OLZ	A	NA	Sodium ion	Ion	Cofactor	IA	A:1234
5OLZ	A	OLC	1-oleoyl-r-glycerol	Lipid		AA, BA, CA, DA, EA, U, V, W, X, Y, Z	A:1226, A:1227, A:1228, A:1229, A:1230, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
5OM1	A	NA	Sodium ion	Ion	Cofactor	C	A:1202
5OM1	A	OLA	Oleic acid	Lipid	Cofactor	D, I, J, K, L, M, N, O, P, Q, R, S, T, U	A:1203, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220
5OM1	A	CLR	Cholesterol	Lipid	Cofactor	E, F, G, H	A:1204, A:1205, A:1206, A:1207
5OM1	A	OLC	1-oleoyl-r-glycerol	Lipid		AA, BA, CA, DA, EA, FA, GA, V, W, X, Y, Z	A:1226, A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1221, A:1222, A:1223, A:1224, A:1225
5OM1	A	CL	Chloride ion	Ion		HA	A:1233
5OM4	A	NA	Sodium ion	Ion	Cofactor	C	A:1202
5OM4	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F, G	A:1203, A:1204, A:1205, A:1206
5OM4	A	OLA	Oleic acid	Lipid	Cofactor	H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W	A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222
5OM4	A	OLC	1-oleoyl-r-glycerol	Lipid		AA, BA, CA, DA, EA, FA, GA, HA, X, Y, Z	A:1226, A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233, A:1223, A:1224, A:1225
5T1A	A	ZN	Zinc ion	Ion	Cofactor	I	A:1208
5T1A	A	OLC	1-oleoyl-r-glycerol	Lipid		H	A:1207
5TE3	A	PLM	Palmitic acid	Lipid	Cofactor	E, H	A:403, A:406
5TE3	A	BOG	Octyl glucoside	Detergent		C, D, I	A:401, A:402, A:407
5TGZ	A	OLA	Oleic acid	Lipid	Cofactor	E, F, G	A:2004, A:2005, A:2006
5TGZ	A	FMN	Flavin mononucleotide	Other		C	A:2002
5TGZ	A	OLC	1-oleoyl-r-glycerol	Lipid		D	A:2003
5TVN	A	CLR	Cholesterol	Lipid	Cofactor	C	A:2002
5TVN	A	OLC	1-oleoyl-r-glycerol	Lipid		D	A:2003
5TZR	A	NA	Sodium ion	Ion	Cofactor	B	A:2401
5TZR	A	MLI	Malonate ion	Other	Cofactor	D	A:2403
5TZR	A	OLC	1-oleoyl-r-glycerol	Lipid		E, F, G, H, I, J, K, L	A:2404, A:2405, A:2406, A:2407, A:2408, A:2409, A:2410, A:2411
5TZY	A	OLC	1-oleoyl-r-glycerol	Lipid		B	A:2401
5UIG	A	EDT	Edetic acid	Other	Cofactor	B	A:501
5UIW	A	OLA	Oleic acid	Lipid	Cofactor	J, K	A:1108, A:1109
5UIW	A	ZN	Zinc ion	Ion	Cofactor	C	A:1101
5UIW	A	OLC	1-oleoyl-r-glycerol	Lipid		D, E, F, G, H, I	A:1102, A:1103, A:1104, A:1105, A:1106, A:1107
5UNG	B	OLA	Oleic acid	Lipid	Cofactor	D	B:1203
5UNG	B	OLC	1-oleoyl-r-glycerol	Lipid		C	B:1202
5UVI	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
5UVI	A	OLA	Oleic acid	Lipid	Cofactor	H	A:1207
5UVI	A	OLC	1-oleoyl-r-glycerol	Lipid		F, G	A:1205, A:1206
5VBL	B	ZN	Zinc ion	Ion	Cofactor	C	B:1101
5VBL	B	OLC	1-oleoyl-r-glycerol	Lipid		D	B:1102
5VRA	A	NA	Sodium ion	Ion	Cofactor	C	A:2402
5VRA	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F	A:2403, A:2404, A:2405
5VRA	A	OLA	Oleic acid	Lipid	Cofactor	M, N, O, P, Q, R, S, T, U, V	A:2412, A:2413, A:2414, A:2415, A:2416, A:2417, A:2418, A:2419, A:2420, A:2421
5VRA	A	OLC	1-oleoyl-r-glycerol	Lipid		G, H, I, J, K, L	A:2406, A:2407, A:2408, A:2409, A:2410, A:2411
5VRA	A	OLB	(2s)-2,3-dihydroxypropyl (9z)-octadec-9-enoate	Lipid		W	A:2422
5WB2	A	CLR	Cholesterol	Lipid	Cofactor	D, E	A:1201, A:1202
5WB2	B	ZN	Zinc ion	Ion	Cofactor	J	B:101
5WB2	A	OLC	1-oleoyl-r-glycerol	Lipid		F, G, H, I	A:1203, A:1204, A:1205, A:1206
5WF5	A	OLC	1-oleoyl-r-glycerol	Lipid		C, D	A:1202, A:1203
5WF6	A	OLC	1-oleoyl-r-glycerol	Lipid		C	A:1202
5WIV	A	OLA	Oleic acid	Lipid	Cofactor	H, I, J, K, L, M, N, O	A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214
5WQC	A	OLA	Oleic acid	Lipid	Cofactor	C, D, E, F, G	A:3001, A:3002, A:3003, A:3004, A:3005
5WS3	A	OLA	Oleic acid	Lipid	Cofactor	C, D, E, F	A:2002, A:2003, A:2004, A:2005
5X93	A	CLR	Cholesterol	Lipid	Cofactor	N	A:1213
5X93	A	OLC	1-oleoyl-r-glycerol	Lipid		C, D, E, F, G, H, I, J, K, L, M	A:1202, A:1203, A:1204, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212
5XEZ	A, B	NAG	D-glcnac	Other		L, N, O	A:1201, B:1203, B:1204
5XR8	A	CLR	Cholesterol	Lipid	Cofactor	D	A:1203
5XR8	A	FMN	Flavin mononucleotide	Other		B	A:1201
5XSZ	A	OLC	1-oleoyl-r-glycerol	Lipid		B, C, D	A:1201, A:1202, A:1203
5YC8	A	HG	Mercury (ii) ion	Ion		C, D, E	A:502, A:503, A:504
5YQZ	R	OLC	1-oleoyl-r-glycerol	Lipid		E, F, G, H, I, J	R:1205, R:1206, R:1207, R:1208, R:1209, R:1210
5ZKP	A	FMN	Flavin mononucleotide	Other		C	A:1202
5ZTY	A	OLA	Oleic acid	Lipid	Cofactor	C	A:1202
5ZTY	A	OLC	1-oleoyl-r-glycerol	Lipid		D, E, F	A:1203, A:1204, A:1205
6A93	A, B	CLR	Cholesterol	Lipid	Cofactor	D, K	A:3002, B:3003
6A93	A	ZN	Zinc ion	Ion	Cofactor	E	A:3003
6A93	B	PLM	Palmitic acid	Lipid	Cofactor	J	B:3002
6A94	A, B	CLR	Cholesterol	Lipid	Cofactor	D, I	A:3002, B:3003
6A94	B	PLM	Palmitic acid	Lipid	Cofactor	H	B:3002
6A94	B	A6L	Monoolein	Other	Cofactor	J	B:3004
6A94	A	ZN	Zinc ion	Ion	Cofactor	F	A:3004
6AK3	A, B	POV	(2s)-3-(hexadecanoyloxy)-2-[(9z)-octadec-9-enoyloxy]propyl 2-(trimethylammonio)ethyl phosphate	Other	Cofactor	D, F	B:1202, A:1202
6AQF	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
6AQF	A	OLA	Oleic acid	Lipid	Cofactor	G, H, I, J, K, L, M	A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212
6AQF	A	OLB	(2s)-2,3-dihydroxypropyl (9z)-octadec-9-enoate	Lipid		F	A:1205
6AQF	A	OLC	1-oleoyl-r-glycerol	Lipid		N, O, P, Q	A:1213, A:1214, A:1215, A:1216
6B73	A, B	CLR	Cholesterol	Lipid	Cofactor	F, I	A:2002, B:2002
6B73	A	OLA	Oleic acid	Lipid	Cofactor	G	A:2003
6BD4	A	OLA	Oleic acid	Lipid	Cofactor	G, H, I, J, K	A:1106, A:1107, A:1108, A:1109, A:1110
6BD4	A	ZN	Zinc ion	Ion	Cofactor	B	A:1101
6BD4	A	OLC	1-oleoyl-r-glycerol	Lipid		C, D, E, F	A:1102, A:1103, A:1104, A:1105
6BQG	A	OLC	1-oleoyl-r-glycerol	Lipid		C	A:1202
6BQH	A	OLA	Oleic acid	Lipid	Cofactor	J, K	A:1209, A:1210
6BQH	A	OLC	1-oleoyl-r-glycerol	Lipid		C, D, E, F, G, H	A:1202, A:1203, A:1204, A:1205, A:1206, A:1207
6CM4	A	OLA	Oleic acid	Lipid	Cofactor	F, G, H	A:2005, A:2006, A:2007
6DO1	A, B	NAG	D-glcnac	Other		I, O	A:1001, B:1001
6DO1	A, B	CL	Chloride ion	Ion		J, K, L, P, Q	A:1002, A:1003, A:1004, B:1002, B:1003
6DO1	A, B	OLC	1-oleoyl-r-glycerol	Lipid		M, N, R, S, T	A:1005, A:1006, B:1004, B:1005, B:1006
6DRX	A	CLR	Cholesterol	Lipid	Cofactor	C	A:1202
6DRX	A	OLC	1-oleoyl-r-glycerol	Lipid		D	A:1203
6DRY	A	CLR	Cholesterol	Lipid	Cofactor	C	A:2002
6DRY	A	OLA	Oleic acid	Lipid	Cofactor	D	A:2003
6DRY	A	OLC	1-oleoyl-r-glycerol	Lipid		E	A:2004
6DRZ	A	CLR	Cholesterol	Lipid	Cofactor	B	A:1201
6DRZ	A	OLA	Oleic acid	Lipid	Cofactor	C	A:1202
6DRZ	A	OLC	1-oleoyl-r-glycerol	Lipid		D	A:1203
6DS0	A	CLR	Cholesterol	Lipid	Cofactor	B	A:1201
6DS0	A	OLC	1-oleoyl-r-glycerol	Lipid		C	A:1202
6FFH	A	OLA	Oleic acid	Lipid	Cofactor	B, C, D, E, H	A:4001, A:4002, A:4003, A:4004, A:4007
6FFH	A	OLC	1-oleoyl-r-glycerol	Lipid		I	A:4008
6FFI	A	OLA	Oleic acid	Lipid	Cofactor	B, C, D, E, F, H, I	A:4001, A:4002, A:4003, A:4004, A:4005, A:4007, A:4008
6FK6	A	PLM	Palmitic acid	Lipid	Cofactor	C	A:401
6FK6	A	BOG	Octyl glucoside	Detergent		D, E, F, G	A:407, A:408, A:409, A:410
6FK7	A	PLM	Palmitic acid	Lipid	Cofactor	C	A:401
6FK7	A	BOG	Octyl glucoside	Detergent		D, E, F, G, H	A:402, A:403, A:404, A:405, A:406
6FK8	A	PLM	Palmitic acid	Lipid	Cofactor	C	A:401
6FK8	A	BOG	Octyl glucoside	Detergent		E, F	A:408, A:409
6FK9	A	PLM	Palmitic acid	Lipid	Cofactor	C	A:401
6FK9	A	BOG	Octyl glucoside	Detergent		D, E, F, G	A:407, A:408, A:409, A:410
6FKA	A	PLM	Palmitic acid	Lipid	Cofactor	C	A:401
6FKA	A	BOG	Octyl glucoside	Detergent		D, E, F, G, H	A:407, A:408, A:409, A:410, A:411
6FKB	A	BMA	Mannose	Other	Cofactor	E	A:404
6FKB	A	PLM	Palmitic acid	Lipid	Cofactor	B	A:401
6FKB	A	MAN	Mannose	Other		F, G	A:405, A:406
6FKB	A	BOG	Octyl glucoside	Detergent		H, I, J, K, L	A:407, A:408, A:409, A:410, A:411
6FKB	A	NAG	D-glcnac	Other		C, D	A:402, A:403
6FKC	A	PLM	Palmitic acid	Lipid	Cofactor	C	A:401
6FKC	A	BOG	Octyl glucoside	Detergent		E, F, G, H, I	A:408, A:409, A:410, A:411, A:412
6FKD	A	PLM	Palmitic acid	Lipid	Cofactor	C	A:401
6FKD	A	BOG	Octyl glucoside	Detergent		D, E, F, G, H	A:407, A:408, A:409, A:410, A:411
6FUF	A	NAG	D-glcnac	Other		D	A:402
6GPS	A	ZN	Zinc ion	Ion	Cofactor	B	A:1101
6GPX	A, B	OLA	Oleic acid	Lipid	Cofactor	D, E, F, G, H, I, J, K, L, M, N, P, Q, R	A:402, A:403, A:404, A:405, A:406, A:407, A:408, A:409, A:410, A:411, A:412, B:401, B:402, B:403
6GPX	A	ZN	Zinc ion	Ion	Cofactor	C	A:401
6GT3	A	NA	Sodium ion	Ion	Cofactor	B	A:2400
6GT3	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F	A:2402, A:2403, A:2404
6GT3	A	OLA	Oleic acid	Lipid	Cofactor	G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U	A:2405, A:2406, A:2407, A:2408, A:2409, A:2410, A:2411, A:2412, A:2413, A:2414, A:2415, A:2416, A:2417, A:2418, A:2419
6GT3	A	OLC	1-oleoyl-r-glycerol	Lipid		AA, BA, CA, DA, EA, V, W, X, Y, Z	A:2425, A:2426, A:2427, A:2428, A:2429, A:2420, A:2421, A:2422, A:2423, A:2424
6H7L	A, B	NA	Sodium ion	Ion	Cofactor	H, O	A:401, B:401
6H7L	A, B, E	2CV	Hega-10	Detergent		G, I, J, K, L, N, P, Q, R	E:201, A:402, A:403, A:404, A:405, A:407, B:402, B:403, B:404
6H7M	A, B	NA	Sodium ion	Ion	Cofactor	K, Q	A:505, B:406
6H7M	A, B	2CV	Hega-10	Detergent		G, H, I, L, M, N, O	A:501, A:502, A:503, B:401, B:402, B:403, B:404
6H7N	A, B	NA	Sodium ion	Ion	Cofactor	H, N	A:402, B:403
6H7N	A, B	2CV	Hega-10	Detergent		I, J, K, L, O	A:403, A:404, A:405, B:401, B:404
6HLO	A	OLA	Oleic acid	Lipid	Cofactor	D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T	A:1503, A:1504, A:1505, A:1506, A:1507, A:1508, A:1509, A:1510, A:1511, A:1512, A:1513, A:1514, A:1515, A:1516, A:1517, A:1518, A:1519
6HLO	A	OLC	1-oleoyl-r-glycerol	Lipid		U, V, W	A:1520, A:1521, A:1522
6HLP	A	OLA	Oleic acid	Lipid	Cofactor	D, E, F, G, H, I, J, K, L	A:1503, A:1504, A:1505, A:1506, A:1507, A:1508, A:1509, A:1510, A:1511
6HLP	A	OLC	1-oleoyl-r-glycerol	Lipid		M, N, NA, O, OA, P, Q	A:1512, A:1513, A:1539, A:1514, A:1540, A:1515, A:1516
6I9K	A	OLC	1-oleoyl-r-glycerol	Lipid		C, D, E, F, G, H, I, J, K, L, M	A:402, A:403, A:404, A:405, A:406, A:407, A:408, A:409, A:410, A:411, A:412
6IBB	A	H95	(2~{s},5~{r})-hexane-2,5-diol	Other	Cofactor	N	A:410
6IBB	C	CLR	Cholesterol	Lipid	Cofactor	Q	C:403
6IBB	A, C	OLC	1-oleoyl-r-glycerol	Lipid		E, F, G, H, I, J, K, L, O, P, R, S, T, U, V	A:401, A:402, A:403, A:404, A:405, A:406, A:407, A:408, C:401, C:402, C:404, C:405, C:406, C:407, C:408
6IBL	A, B	NA	Sodium ion	Ion	Cofactor	F, M	A:502, B:502
6IBL	A, B	2CV	Hega-10	Detergent		G, H, I, J, K, N, O, P	A:503, A:504, A:505, A:506, A:507, B:503, B:504, B:505
6IGK	A	OLC	1-oleoyl-r-glycerol	Lipid		C, D, E, F, G, H, I, J, K, L, M, N	A:1201, A:1202, A:1203, A:1204, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212
6IGL	A	OLC	1-oleoyl-r-glycerol	Lipid		H, I, J	A:1206, A:1207, A:1208
6IIU	A	CLR	Cholesterol	Lipid	Cofactor	D	A:9003
6IIU	A	ZN	Zinc ion	Ion	Cofactor	C	A:9002
6IIU	A	OLC	1-oleoyl-r-glycerol	Lipid		E, F	A:9004, A:9005
6IIV	A	CLR	Cholesterol	Lipid	Cofactor	D	A:9003
6IIV	A	ZN	Zinc ion	Ion	Cofactor	C	A:9002
6J21	A	OLC	1-oleoyl-r-glycerol	Lipid		C	A:1202
6JZH	A	NA	Sodium ion	Ion	Cofactor	B	A:2001
6JZH	A	CLR	Cholesterol	Lipid	Cofactor	W, X, Y	A:2022, A:2023, A:2024
6JZH	A	OLA	Oleic acid	Lipid	Cofactor	D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V	A:2003, A:2004, A:2005, A:2006, A:2007, A:2008, A:2009, A:2010, A:2011, A:2012, A:2013, A:2014, A:2015, A:2016, A:2017, A:2018, A:2019, A:2020, A:2021
6K1Q	A	OLC	1-oleoyl-r-glycerol	Lipid		G, H, I, J, K, L, M, N	A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213
6KJV	A, B	OLC	1-oleoyl-r-glycerol	Lipid		D, F	A:2002, B:2002
6KNM	B	ZN	Zinc ion	Ion	Cofactor	C	B:1101
6KQI	A	OLA	Oleic acid	Lipid	Cofactor	D, E, F, G	A:1203, A:1204, A:1205, A:1206
6KQI	A	OLC	1-oleoyl-r-glycerol	Lipid		H, I	A:1207, A:1208
6KUX	A	OLA	Oleic acid	Lipid	Cofactor	H	A:1207
6KUX	A	FLC	Citrate anion	Other	Cofactor	I	A:1208
6LFM	R	CLR	Cholesterol	Lipid	Cofactor	H	R:401
6LFO	R	CLR	Cholesterol	Lipid	Cofactor	G	R:401
6LI0	A	FLC	Citrate anion	Other	Cofactor	O	A:1414
6LI0	A	OLC	1-oleoyl-r-glycerol	Lipid		D, E, F, G, H, I, J, L, M, N, P, Q, R, S, T, U, V	A:1403, A:1404, A:1405, A:1406, A:1407, A:1408, A:1409, A:1411, A:1412, A:1413, A:1415, A:1416, A:1417, A:1418, A:1419, A:1420, A:1421
6LI0	A	FMN	Flavin mononucleotide	Other		C	A:1402
6LI1	A	FMN	Flavin mononucleotide	Other		C	A:1202
6LI1	A	OLC	1-oleoyl-r-glycerol	Lipid		B, E	A:1201, A:1204
6LI2	A	ZN	Zinc ion	Ion	Cofactor	B	A:1201
6LI2	A	OLC	1-oleoyl-r-glycerol	Lipid		C, D, E, F, G, H, I, J, K, L, M	A:1202, A:1203, A:1204, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212
6LPJ	A	NA	Sodium ion	Ion	Cofactor	C	A:2402
6LPJ	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F	A:2403, A:2404, A:2405
6LPJ	A	ER0	[(2~{r},3~{s})-2,3,4-tris(oxidanyl)butyl] (5~{r},9~{r},13~{r})-5,9,13,17-tetramethyloctadecanoate	Other	Cofactor	Q, X	A:2416, A:2423
6LPJ	A	8K6	Octadecane	Other	Cofactor	K, S, T	A:2410, A:2418, A:2419
6LPJ	A	D12	Dodecane	Other	Cofactor	G	A:2406
6LPJ	A	HEX	Hexane	Other	Cofactor	I	A:2408
6LPJ	A	MYS	Pentadecane	Other	Cofactor	AA, H, J, O, R, Y	A:2426, A:2407, A:2409, A:2414, A:2417, A:2424
6LPJ	A	TRD	Tridecane	Other	Cofactor	BA, U, W, Z	A:2427, A:2420, A:2422, A:2425
6LPJ	A	UND	Undecane	Other	Cofactor	P	A:2415
6LPJ	A	OCT	N-octane	Other	Cofactor	M, N, V	A:2412, A:2413, A:2421
6LPK	A	NA	Sodium ion	Ion	Cofactor	C	A:2402
6LPK	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F	A:2403, A:2404, A:2405
6LPK	A	ER0	[(2~{r},3~{s})-2,3,4-tris(oxidanyl)butyl] (5~{r},9~{r},13~{r})-5,9,13,17-tetramethyloctadecanoate	Other	Cofactor	Q, X	A:2416, A:2423
6LPK	A	D12	Dodecane	Other	Cofactor	G	A:2406
6LPK	A	HEX	Hexane	Other	Cofactor	I	A:2408
6LPK	A	8K6	Octadecane	Other	Cofactor	K, S, T	A:2410, A:2418, A:2419
6LPK	A	OCT	N-octane	Other	Cofactor	M, N, V	A:2412, A:2413, A:2421
6LPK	A	UND	Undecane	Other	Cofactor	P	A:2415
6LPK	A	TRD	Tridecane	Other	Cofactor	BA, U, W, Z	A:2427, A:2420, A:2422, A:2425
6LPK	A	MYS	Pentadecane	Other	Cofactor	AA, H, J, O, R, Y	A:2426, A:2407, A:2409, A:2414, A:2417, A:2424
6LUQ	A	OLA	Oleic acid	Lipid	Cofactor	C, D, E, F	A:1202, A:1203, A:1204, A:1205
6LW5	A	CLR	Cholesterol	Lipid	Cofactor	C, D	A:1201, A:1202
6M9T	A	OLA	Oleic acid	Lipid	Cofactor	H, I, J, K	A:2107, A:2108, A:2109, A:2110
6M9T	A	OLC	1-oleoyl-r-glycerol	Lipid		G	A:2106
6ME2	A	OLA	Oleic acid	Lipid	Cofactor	C, D	A:1202, A:1203
6ME3	A	OLA	Oleic acid	Lipid	Cofactor	C	A:1202
6ME5	A	OLA	Oleic acid	Lipid	Cofactor	C	A:1202
6ME8	A	ZN	Zinc ion	Ion	Cofactor	D	A:2202
6ME9	A	ZN	Zinc ion	Ion	Cofactor	D	A:2202
6MXT	A	MG	Magnesium ion	Ion	Cofactor	D	A:1402
6MXT	A	OLA	Oleic acid	Lipid	Cofactor	H	A:1406
6MXT	A	P33	Peg330	Other	Cofactor	I	A:1407
6MXT	A, N	NI	Nickel (ii) ion	Ion		E, J, K	A:1403, N:201, N:202
6MXT	A	OLC	1-oleoyl-r-glycerol	Lipid		F	A:1404
6N48	A	1WV	(2s)-2,3-dihydroxypropyl (7z)-tetradec-7-enoate	Other	Cofactor	D	A:1402
6N4B	R	CLR	Cholesterol	Lipid	Cofactor	G, H	R:502, R:503
6N51	A, B	NAG	D-glcnac	Other		E, F, H, I	B:901, B:902, A:901, A:902
6N52	A, B	NAG	D-glcnac	Other		C, D, E, F	A:901, A:902, B:901, B:902
6OBA	A	CLR	Cholesterol	Lipid	Cofactor	B, C	A:1201, A:1202
6OL9	A	OLA	Oleic acid	Lipid	Cofactor	B, C	A:1201, A:1202
6OL9	A	P33	Peg330	Other	Cofactor	E	A:1204
6OL9	A	OLC	1-oleoyl-r-glycerol	Lipid		F	A:1205
6OMM	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K	R:401, R:402, R:403, R:404, R:405
6OMM	R	PLM	Palmitic acid	Lipid	Cofactor	L, M, N	R:406, R:407, R:408
6OS0	A	CL	Chloride ion	Ion		E, F	A:2002, A:2003
6OS0	A	NAG	D-glcnac	Other		D	A:2001
6OS1	A	CLR	Cholesterol	Lipid	Cofactor	J	A:1407
6OS1	A	OLC	1-oleoyl-r-glycerol	Lipid		D, E, F, G, H, I	A:1401, A:1402, A:1403, A:1404, A:1405, A:1406
6OS2	A	CLR	Cholesterol	Lipid	Cofactor	K	A:1408
6OS2	A	OLC	1-oleoyl-r-glycerol	Lipid		E, F, G, H, I, J	A:1402, A:1403, A:1404, A:1405, A:1406, A:1407
6OS2	A	NAG	D-glcnac	Other		D	A:1401
6PB1	P	PLM	Palmitic acid	Lipid	Cofactor	K, L, M, N, O	P:405, P:406, P:407, P:408, P:409
6PRZ	A	CLR	Cholesterol	Lipid	Cofactor	C	A:1202
6PRZ	A	OLA	Oleic acid	Lipid	Cofactor	G, H	A:1206, A:1207
6PRZ	A	OLC	1-oleoyl-r-glycerol	Lipid		D, E, F	A:1203, A:1204, A:1205
6PS0	A	CLR	Cholesterol	Lipid	Cofactor	F	A:1205
6PS0	A	OLA	Oleic acid	Lipid	Cofactor	J	A:1209
6PS0	A	OLC	1-oleoyl-r-glycerol	Lipid		G, H, I	A:1206, A:1207, A:1208
6PS1	A	CLR	Cholesterol	Lipid	Cofactor	F	A:1205
6PS1	A	OLA	Oleic acid	Lipid	Cofactor	I	A:1208
6PS1	A	OLC	1-oleoyl-r-glycerol	Lipid		G, H	A:1206, A:1207
6PS2	A	CLR	Cholesterol	Lipid	Cofactor	C	A:1202
6PS2	A	OLA	Oleic acid	Lipid	Cofactor	R, S, T, U	A:1217, A:1218, A:1219, A:1220
6PS2	A	OLB	(2s)-2,3-dihydroxypropyl (9z)-octadec-9-enoate	Lipid		D, E, F, G, H, I, K	A:1203, A:1204, A:1205, A:1206, A:1207, A:1208, A:1210
6PS2	A	OLC	1-oleoyl-r-glycerol	Lipid		J, P, Q	A:1209, A:1215, A:1216
6PS3	A	CLR	Cholesterol	Lipid	Cofactor	G	A:1206
6PS3	A	OLA	Oleic acid	Lipid	Cofactor	N, O, P, Q	A:1213, A:1214, A:1215, A:1216
