,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note,PMID
303,doxepin,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,,7855217|2329499|2141000
304,doxepin,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,,7855217|2329499|2141000
305,doxepin,small molecule,Aminergic ,antagonist,,primary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,,7855217|2329499|2141000
306,doxepin,small molecule,Aminergic ,antagonist,,primary,CHRM5,acm5_human,P08912,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,,7855217|2329499|2141000
307,doxepin,small molecule,Aminergic ,antagonist,,primary,HTR2B,5ht2b_human,P41595,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,,7855217|309138
308,doxepin,small molecule,Aminergic ,antagonist,,primary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,,7855217|309138
309,doxepin,small molecule,Aminergic ,antagonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,,7855217|309138|19179941
310,doxylamine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmay2016_0669,diclectin + diclegis; doxylamine succinate + pyridoxine hydrochloride dr tablets,Antihistamine; for nausea and vomiting of pregnancy,4,,-,approved,1948,,17139284|17016423|11752352
311,doxylamine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD188,-,Anti-Allergic ; Antiemetics; Antitussive ; Hypnotics and Sedatives,4,,-,approved,1948,,17139284|17016423|11752352
312,dronabinol,small molecule,Lipid ,agonist,,primary,CNR1,cnr1_human,P21554,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,437,"cat-310 , relivar",Analgesics,4,,-,approved,1985,,17139284|17016423|12686391|11204352|11752352
313,dronabinol,small molecule,Lipid ,agonist,,primary,CNR1,cnr1_human,P21554,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,667,"dronabinol ,marinol",Appetite stimulant,4,,-,approved,1985,,17139284|17016423|12686391|11204352|11752352
314,dronedarone,small molecule,Aminergic ,antagonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2270,dronedarone,Anti-Arrhythmia,4,,-,approved,2009,,17389667
315,dronedarone,small molecule,Aminergic ,antagonist,,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2270,dronedarone,Anti-Arrhythmia,4,,-,approved,2009,,17389667
316,dronedarone,small molecule,Aminergic ,antagonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD190,-,Anti-Arrhythmia,4,,-,approved,2009,,17389667
317,dronedarone,small molecule,Aminergic ,antagonist,,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD190,-,Anti-Arrhythmia,4,,-,approved,2009,,17389667
318,droperidol,small molecule,Aminergic ,antagonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_17,droperidol,psychosis,4,,-,approved,1970,,2527092
319,droperidol,small molecule,Aminergic ,antagonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,NRDD191,-,Adjuvants; Anesthesia,4,,-,approved,1970,,1549935|2527092|14633536|20358234
320,droxidopa,small molecule,Aminergic ,agonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2272,droxidopa,orthostatic hypotension,4,,-,approved,2014,,11482743|17266602|20412040|9138687|8825367
321,droxidopa,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2272,droxidopa,orthostatic hypotension,4,,-,approved,2014,,17266602|20412040|7582530|7674815
322,droxidopa,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2272,droxidopa,orthostatic hypotension,4,,-,approved,2014,,17266602|20412040|7773533|8166240
323,droxidopa,small molecule,Aminergic ,agonist,,primary,ADRB3,adrb3_human,P13945,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2272,droxidopa,orthostatic hypotension,4,,-,approved,2014,,19434307|9464897|19110970|18064417
324,droxidopa,small molecule,Aminergic ,agonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2272,droxidopa,orthostatic hypotension,4,,-,approved,2014,,21173850|18680204|11306720
325,droxidopa,small molecule,Aminergic ,agonist,,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2272,droxidopa,orthostatic hypotension,4,,-,approved,2014,,21173850|18680204|18064417
326,droxidopa,small molecule,Aminergic ,agonist,,primary,ADRA2C,ada2c_human,P18825,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2272,droxidopa,orthostatic hypotension,4,,-,approved,2014,,21173850|18680204|8590979
327,droxidopa,small molecule,Aminergic ,agonist,,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2272,droxidopa,orthostatic hypotension,4,,-,approved,2014,,9464897|19110970|18064417
328,droxidopa,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2272,droxidopa,orthostatic hypotension,4,,-,approved,2014,,9464897|9666280|7969507|19110970|18064417
329,dulaglutide,protein,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,ASH_Sep2016_332,dulaglutide,Antidiabetic,4,,-,approved,2014,,25367716
330,eletriptan,small molecule,Aminergic ,agonist,,primary,HTR1B,5ht1b_human,P28222,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_6,eletriptan,Anti-migraine,4,,-,approved,2002,,10193663|11050304|11069595|11513839|12384251|11752352
331,eletriptan,small molecule,Aminergic ,agonist,,primary,HTR1F,5ht1f_human,P30939,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_10,eletriptan,Anti-migraine,4,,-,approved,2002,,10193663|11834243|15185063
332,eletriptan,small molecule,Aminergic ,agonist,,primary,HTR1D,5ht1d_human,P28221,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1731,relpax,Anti-migraine,4,,-,approved,2002,,11752352|10193663|15821444|11513839|12498013|11152011
333,eluxadoline,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1363,"mu delta, eluxadoline",irritable bowel syndrome,4,,-,approved,2015,,25261794
334,eluxadoline,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1363,"mu delta, eluxadoline",irritable bowel syndrome,4,,-,approved,2015,,25261794|23583433
335,emedastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD199,-,Anti-Allergic,4,,-,approved,1997,,7714409|7714410|9747899|19558341|15553105|18714531|11752352
336,ephedrine,small molecule,Aminergic ,not available,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD204,-,Central Nervous System Stimulants,4,,-,approved,1963,,17405867|12557268|10592235
337,epinastine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,719,epinastine,Anti-Allergic,4,,-,approved,2003,,16131920
338,epinastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,719,epinastine,Anti-Allergic,4,,-,approved,2003,,17534605|1972625|11752352
339,epinephrine,small molecule,Aminergic ,agonist,adrenaline,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,,11306720|10742288|9836297|1980236|18680204|18064417
340,epinephrine,small molecule,Aminergic ,agonist,adrenaline,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,,11752352|17622774|17417877|17597612
341,epinephrine,small molecule,Aminergic ,agonist,adrenaline,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,,11752352|17622774|17541557
342,epinephrine,small molecule,Aminergic ,agonist,adrenaline,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,,17603545|17658513|20412040|20857090
343,epinephrine,small molecule,Aminergic ,agonist,adrenaline,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,,1979424|11728431|11053214|1980236|18064417
344,epinephrine,small molecule,Aminergic ,agonist,adrenaline,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,,20954794|19730427|20412040|20857090
345,epoprostenol,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,NRDD206,-,Antihypertensive ; Platelet Aggregation Inhibitors,4,,-,approved,1995,,19302827|12297509|20522800|11752352
346,eprosartan,small molecule,Peptide,antagonist,,primary,AGTR1,agtr1_human,P30556,Class A (Rhodopsin),GPCR;Rhodopsin,Angiotensin receptors,established,NRDD207,-,Antihypertensive,4,,-,approved,1997,,11752352|12927226|10856732|12540520|9602957|12782193|12184062|12766389|12517247|18093407|11320369
347,ergoloid,small molecule,Aminergic ,agonist,co-dergocrine mesilate,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_100,ergoloid,cardiovascular disease,4,,-,approved,1953,,8786706|2869188
348,ergoloid,small molecule,Aminergic ,agonist,co-dergocrine mesilate,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_109,ergoloid,cardiovascular disease,4,,-,approved,1953,,8786706|2869188
349,ergoloid,small molecule,Aminergic ,agonist,,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_141,ergoloid,cardiovascular disease,4,,-,approved,1953,,8786706|2869188
350,ergoloid,small molecule,Aminergic ,agonist,,primary,ADRA2C,ada2c_human,P18825,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_155,ergoloid,cardiovascular disease,4,,-,approved,1953,,8786706|2869188
351,ergoloid,small molecule,Aminergic ,agonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD209,-,Nootropic ; Vasodilator,4,,-,approved,1953,,8786706|2869188
352,ergoloid,small molecule,Aminergic ,agonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD209,-,Nootropic ; Vasodilator,4,,-,approved,1953,,8786706|2869188
353,ergonovine,small molecule,Aminergic ,agonist,ergometrine,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_367,ergonovine,antihaemorrhagic,4,,-,approved,1946,,2897449|19933260
354,ergotamine,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_112,ergotamine,Anti-migraine,4,,-,approved,1960,,18066532
355,ergotamine,small molecule,Aminergic ,agonist,,primary,ADRA2C,ada2c_human,P18825,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_158,ergotamine,Anti-migraine,4,,-,approved,1960,,18066532
356,ergotamine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_99,ergotamine,Anti-migraine,4,,-,approved,1960,,18066532
357,ergotamine,small molecule,Aminergic ,agonist,,primary,HTR1B,5ht1b_human,P28222,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,NRDD210,-,Anti-migraine,4,,-,approved,1960,,10188968|10455274|11015308|15224175
358,ergotamine,small molecule,Aminergic ,agonist,,primary,HTR1D,5ht1d_human,P28221,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,NRDD210,-,Anti-migraine,4,,-,approved,1960,,12558771|8384716|1407010|14504136|1646776
359,ergotamine,small molecule,Aminergic ,agonist,,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_140,ergotamine,Anti-migraine,4,,-,approved,1960,,17139284|17016423
360,ergotamine,small molecule,Aminergic ,agonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_124,ergotamine,Anti-migraine,4,,-,approved,1960,,17139284|17016423|18066532
361,ergotamine,small molecule,Aminergic ,agonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_87,ergotamine,Anti-migraine,4,,-,approved,1960,,17139284|17016423|18066532
362,esmolol,small molecule,Aminergic ,antagonist,,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD212,-,Anti-Arrhythmia,4,,-,approved,1986,,11752352|7612051|7957532|2568748|2894187|1975995
363,etelcalcetide,peptide,Ion ,agonist,"amg 416,  velcalcetide,  kai-4169,  ono-5163",primary,CASR,casr_human,P41180,Class C (Glutamate) ,GPCR;Glutamate,Calcium-sensing receptors,established,MMAapril2016_0047,"etelcalcetide, amg 416, velcalcetide, kai-4169, ono-5163",parathyroid disorders,4,,-,approved,2017,new fda approval in Feb 2017,24235081
364,ethopropazine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD217,-,Antidyskinetics,4,,-,approved,1982,,17016423|2904117|2236897|11752352
365,ethylmorphine,small molecule,Aminergic ,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Oct2016_353,ethylmorphine,Analgesics,4,,-,approved,-,,16530171|16580639|16580848|16682505|11752352
366,etomidate,small molecule,Aminergic ,PAM,,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD222,-,Anesthetics; Intravenous,4,,-,approved,1982,,20496522|14508322
367,exenatide,peptide,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,769,exenatide,Antidiabetic,4,,-,approved,2005,,16722815|17292977|17353295|16534527|17379930|20649595|15331551|15495988|15700891|16341288|16627399|11752352
368,exendin-4,peptide,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,1572,pc-dac:exendin-4,Antidiabetic,4,,-,approved,2005,,16374859
369,famotidine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,929,"hzt-501,  ibuprofen + famotidine,duexa",acid reducer,4,,-,approved,1986,,11752352|17273750|16723495|16702624|16513821|12832840|12509588|2067140|1646056|19578661|18310651
370,famotidine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,929,"hzt-501,  ibuprofen + famotidine,duexa",gastric ulcer and gastroesophageal reflux,4,,-,approved,1986,,11752352|17273750|16723495|16702624|16513821|12832840|12509588|2067140|1646056|19578661|18310651
371,famotidine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1539,ox17,acid reducer,4,,-,approved,1986,,11752352|17273750|16723495|16702624|16513821|12832840|12509588|2067140|1646056|19578661|18310651
372,fenoldopam,small molecule,Aminergic ,agonist,,primary,DRD1,drd1_human,P21728,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,778,"fenoldopam mesylate, skf-82526,corlopam",Antihypertensive,4,,-,approved,1997,,11752352|19293728|8103596
373,fenoldopam,small molecule,Aminergic ,agonist,,primary,DRD5,drd5_human,P21918,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,778,"fenoldopam mesylate, skf-82526,corlopam",Antihypertensive,4,,-,approved,1997,,17139284|17016423|19293728|8103596
374,fenoterol,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD229,-,Bronchodilator ; Tocolytic,4,,withdrawn,approved,-,,11730729|16324695|6203844|8777955|8911881|11752352
375,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,51,ad 923,Analgesics,4,,-,approved,1968,,15589524|16114980|16332149|16376082|16797997|11752352|19403616
376,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,303,"az-003, staccato fentanyl",adjuvant to anesthesia,4,,-,approved,1968,,15589524|16114980|16332149|16376082|16797997|11752352|19403616
377,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,334,"bema fentanyl,onsolis, breakyl",Analgesics,4,,-,approved,1968,,15589524|16114980|16332149|16376082|16797997|11752352|19403616
378,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,394,buccal fentanyl,Analgesics,4,,-,approved,1968,,15589524|16114980|16332149|16376082|16797997|11752352|19403616
379,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,775,"febt,fentora, effentora",Analgesics,4,,-,approved,1968,,15589524|16114980|16332149|16376082|16797997|11752352|19403616
380,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,780,"fentanyl (sublingual), kw-2246,abstral, rapinyl",Analgesics,4,,-,approved,1968,,15589524|16114980|16332149|16376082|16797997|11752352|19403616
