,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note
740,trospium,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2086,"trospium chloride,sanctura",incontinence,4,,-,approved,2004,
741,umeclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmar2016_0193,"ff/umec/vi, fluticasone furoate + umeclidinium + vilanterol",chronic obstructive pulmonary disease (COPD),3,2016,Ongoing,in trial,-,
742,umeclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0618,umeclidinium + vilanterol,Bronchodilator ; COPD,4,,-,approved,2013,
743,umeclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0713,"incruse ellipta,  umeclidinium bromide",chronic obstructive pulmonary disease (COPD),4,,-,approved,2013,
744,acetylcholine,small molecule,Aminergic ,agonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_68,acetylcholine,Antiglaucomic,4,,-,approved,1973,
745,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0043,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,
746,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,44,aclidinium,Bronchodilator,4,,-,approved,2012,
747,anisotropine methylbromide,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD029,-,Antispasmodics; Anti-ulcer,4,,-,approved,1982,
748,atropine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,977,inhaled atropine,nerve  antidote,4,,-,approved,1973,
749,batefenterol,small molecule,Aminergic ,agonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_82,batefenterol,chronic obstructive pulmonary disease (COPD),2,2016,Completed,in trial,-,
750,benzquinamide,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD047,-,Antiemetics; Antipsychotic,4,,-,withdrawn,1974,
751,bethanechol,small molecule,Aminergic ,agonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_83,bethanechol,eosinophilic esophagitis,4,,-,approved,1948,
752,carbachol,small molecule,Aminergic ,agonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_80,carbachol,Antiglaucomic,4,,-,approved,1972,
753,cevimeline,small molecule,Aminergic ,agonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD086,-,Parasympathomimetics,4,,-,approved,2000,
754,cyclopentolate,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_73,cyclopentolate,cycloplegia,4,,-,approved,1974,
755,darifenacin,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,598,"darifenacin,enablex, emselex",overactive bladder,4,,-,approved,2004,
756,dicyclomine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_77,dicyclomine,digestive system disease,4,,-,approved,1950,
757,diphemanil,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD173,-,Bronchodilator,4,,-,approved,1976,
758,diphenidol,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD175,-,Antiemetics,4,,-,approved,1967,
759,doxepin,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,
760,drm04,small molecule,Aminergic ,antagonist,anticholinergic,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAfeb2016_0095,"drm04, anticholinergic",hyperhidrosis,3,2015,Completed,in trial,-,
761,fesoterodine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,788,"fesoterodine fumarate, spm 907,toviaz",overactive bladder syndrome,4,,-,approved,2007,
762,glycopyrrolate,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_71,glycopyrrolate,obstructive lung disease,4,,-,approved,1961,
763,gsk-961081,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,881,gsk-961081,Bronchodilator,2,2015,Completed,in trial,-,
764,hexocyclium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_78,hexocyclium,digestive system disease,4,,-,approved,1982,
765,homatropine methylbromide,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD271,-,GI Anti-Ulcer ; Antimuscarinics,4,,-,approved,1982,
766,ipratropium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_72,ipratropium,chronic obstructive pulmonary disease (COPD),4,,-,approved,1986,
767,isopropamide,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_74,isopropamide,digestive system disease,4,,-,approved,1957,
768,levomepromazine,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD342,-,schizophrenia,4,,-,approved,1982,Approved prior to 1982 and then discontinued
769,mepenzolate,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_79,mepenzolate,digestive system disease,4,,-,approved,1956,
770,methacholine,small molecule,Aminergic ,agonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_81,methacholine,Anti-Asthmatic,4,,-,approved,1986,
771,methscopolamine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_75,methscopolamine,digestive system disease,4,,-,approved,1953,
772,metixene,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD355,-,Antiparkinson,4,,-,approved,1982,
773,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1476,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",Anti-depressant,4,,-,approved,1996,
774,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,APR13_0013,alks 3831,schizophrenia,4,,-,approved,1996,
775,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0194,"alks 3831,  olanzapine + alks 33,samidorphan",schizophrenia,4,,-,approved,1996,
776,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1475,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",schizophrenia,4,,-,approved,1996,
777,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1515,"orex-003, olanzapine plus zonisamide sr",schizophrenia,4,,-,approved,1996,
778,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2351,dr-3001,incontinence,3,2013,discontinued,in trial,-,
779,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,14,aa-2010,incontinence,4,,-,approved,1975,
780,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2067,"transdermal oxybutynin patch, oxybutynin topical gel,oxytrol, kentera, gelnique",incontinence,4,,-,approved,1975,
781,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,190,"ap-1034,anturol",overactive bladder,4,,-,approved,1975,
782,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAapril2016_0199,jnp-010,overactive bladder,4,,-,approved,1975,
783,oxyphencyclimine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD407,-,GI Anti-Ulcer ; anticholinergic; Antispasmodics,4,,-,approved,1982,
784,oxyphenonium,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_76,oxyphenonium,digestive system disease,4,,-,approved,1982,
785,pilocarpine,small molecule,Aminergic ,agonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,4,,-,approved,1974,
786,promazine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD462,-,Antiemetics; Antipsychotic,4,,-,approved,1956,
787,promethazine,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAapril2016_0104,"cl-h1t, promethazine + sumatriptan",Hypnotics and Sedatives; Anti-anxiety s; Anti-allergic ; Treat migraines and cluster headaches,3,2013,Completed,in trial,-,
788,promethazine,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD463,-,Hypnotics and Sedatives; Anti-anxiety s; Anti-allergic,4,,-,approved,1951,
789,propantheline,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_69,propantheline,digestive system disease,4,,-,approved,1953,
790,propiomazine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD467,-,Hypnotics and Sedatives,4,,-,approved,1960,
791,psd-506,small molecule,Aminergic ,antagonist,,,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1676,psd-506,overactive bladder,2,2009,discontinued,in trial,-,
792,sofpironium bromide,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0805,bbi-4000,Anticholinergics; for theâÃÂ¬â topical treatment of primary axillary hyperhidrosis,2,2017,recruiting,in trial,-,
793,solifenacin,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1876,"solifenacin succinate, ym-905,vesicare",incontinence,4,,-,approved,2004,
794,svt-40776,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1921,"svt-40776, tarafenacin",incontinence,2,2011,Completed,in trial,-,
795,td-4208,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0081,"td-4208, Revefenacin",chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,
796,thiethylperazine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD519,-,Antiemetics,4,,-,approved,1961,
797,tiotropium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0591,tiotropium + olodaterol,chronic obstructive pulmonary disease (COPD),4,,-,approved,2004,
798,tiotropium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2019,"tiotropium bromide,spiriva",cystic fibrosis; chronic obstructive pulmonary disorder (COPD),4,,-,approved,2004,
799,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,3,2016,Completed,in trial,-,
800,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2036,"tolterodine extended release capsules,detrol la",incontinence,4,,-,approved,1998,
801,tridihexethyl,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD540,-,GI Anti-Ulcer ; anticholinergic; Antispasmodics,4,,-,approved,1954,
802,tropicamide,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_70,tropicamide,myopia,4,,-,approved,1960,
803,trospium,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2086,"trospium chloride,sanctura",incontinence,4,,-,approved,2004,
804,umeclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmar2016_0194,"ff/umec/vi, fluticasone furoate + umeclidinium + vilanterol",chronic obstructive pulmonary disease (COPD),3,2016,Ongoing,in trial,-,
805,umeclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0618,umeclidinium + vilanterol,Bronchodilator ; COPD,4,,-,approved,2013,
806,umeclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0714,"incruse ellipta,  umeclidinium bromide",chronic obstructive pulmonary disease (COPD),4,,-,approved,2013,
807,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0040,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,
808,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,44,aclidinium,Bronchodilator,4,,-,approved,2012,
809,atropine,small molecule,Aminergic ,antagonist,,primary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,977,inhaled atropine,nerve  antidote,4,,-,approved,1973,
810,benzquinamide,small molecule,Aminergic ,antagonist,,primary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD047,-,Antiemetics; Antipsychotic,4,,-,withdrawn,1974,
811,doxepin,small molecule,Aminergic ,antagonist,,primary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,
812,homatropine methylbromide,small molecule,Aminergic ,antagonist,,primary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD271,-,GI Anti-Ulcer ; Antimuscarinics,4,,-,approved,1982,
813,levomepromazine,small molecule,Aminergic ,antagonist,,secondary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD342,-,schizophrenia,4,,-,approved,1982,Approved prior to 1982 and then discontinued
814,metixene,small molecule,Aminergic ,antagonist,,primary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD355,-,Antiparkinson,4,,-,approved,1982,
815,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1476,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",Anti-depressant,4,,-,approved,1996,
816,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,APR13_0013,alks 3831,schizophrenia,4,,-,approved,1996,
