,Approval,Class,Drug Class,Drug Name,EntryName,Gene,YearIuphar,Year FDA,INDEX,Indication(s),LigandType,Phase,Status,Subfamily,Target class,Target_novelty,Trial name,Uniprot
420,1977,Class A (Rhodopsin),small molecule,cimetidine,hrh2_human,HRH2,1977,1977,MMAmay2016_0601,Antihistamines,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,"tl-118, hamsa-1, cyclophosphamide + diclofenac + sulfasalazine + cimetidine",P25021
421,2004,Class C (Glutamate) ,small molecule,cinacalcet,casr_human,CASR,2004,2004,NRDD105,Calcimimetics,Ion ,,approved,Calcium-sensing receptors,GPCR;Glutamate,established,-,P41180
422,2004,Class C (Glutamate) ,small molecule,cinacalcet,casr_human,CASR,2004,2004,2327,hyperparathyroidism,Ion ,,approved,Calcium-sensing receptors,GPCR;Glutamate,established,"cinacalcet hcl, amg 073,sensipar",P41180
423,0,Class A (Rhodopsin),small molecule,cinalukast,cltr1_human,CYSLTR1,-,-,NRDD106,Anti-Asthmatic,Lipid ,,in trial,Leukotriene receptors,GPCR;Rhodopsin,established,-,Q9Y271
424,1989,Class A (Rhodopsin),small molecule,cinnarizine,hrh1_human,HRH1,1989,-,NRDD107,Anti-Allergic,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367
425,1993,Class A (Rhodopsin),small molecule,cisapride,5ht4r_human,HTR4,1993,1993,NRDD109,Parasympathomimetics,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,-,Q13639
426,0,Class A (Rhodopsin),small molecule,cis-uca eye drops,5ht2a_human,HTR2A,-,-,MMAmay2016_0333,for ocular surface inflammation,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,cis-uca eye drops,P28223
427,0,Class A (Rhodopsin),small molecule,cis-urocanic acid,5ht2a_human,HTR2A,-,-,2488,dry eye,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,biocis,P28223
428,0,Class A (Rhodopsin),small molecule,clazosentan,ednra_human,EDNRA,-,-,495,for treatment and prevention of vasospasm,Peptide ,,in trial,Endothelin receptors,GPCR;Rhodopsin,established,"clazosentan, axv-343434,pivlaz",P25101
429,1977,Class A (Rhodopsin),small molecule,clemastine,hrh1_human,HRH1,1977,1977,NRDD112,Anti-Allergic,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367
430,0,Class A (Rhodopsin),small molecule,clenbuterol,adrb2_human,ADRB2,-,-,NRDD113,Bronchodilator,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,-,P07550
431,0,Class A (Rhodopsin),small molecule,clidinium,acm1_human,CHRM1,,-,NRDD114,GI Anti-Ulcer ; anticholinergic; Antispasmodics,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P11229
432,1974,Class A (Rhodopsin),small molecule,clonidine,ada2a_human,ADRA2A,1974,-,220,diabetic neuropathy; ADHD; antimucositic,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"arc-4558, 0.1% clonidine hycrochloride gel",P08913
433,1974,Class A (Rhodopsin),small molecule,clonidine,ada2b_human,ADRA2B,1974,-,220,diabetic neuropathy; ADHD; antimucositic,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"arc-4558, 0.1% clonidine hycrochloride gel",P18089
434,1974,Class A (Rhodopsin),small molecule,clonidine,ada2c_human,ADRA2C,1974,-,220,diabetic neuropathy; ADHD; antimucositic,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"arc-4558, 0.1% clonidine hycrochloride gel",P18825
435,1974,Class A (Rhodopsin),small molecule,clonidine,ada2a_human,ADRA2A,1974,-,501,diabetic neuropathy; ADHD; antimucositic,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"clonidine hydrochloride extended release,kapvay, jenloga xr (clonibid)",P08913
436,1974,Class A (Rhodopsin),small molecule,clonidine,ada2b_human,ADRA2B,1974,-,501,diabetic neuropathy; ADHD; antimucositic,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"clonidine hydrochloride extended release,kapvay, jenloga xr (clonibid)",P18089
437,1974,Class A (Rhodopsin),small molecule,clonidine,ada2c_human,ADRA2C,1974,-,501,diabetic neuropathy; ADHD; antimucositic,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"clonidine hydrochloride extended release,kapvay, jenloga xr (clonibid)",P18825
438,1974,Class A (Rhodopsin),small molecule,clonidine,ada2a_human,ADRA2A,1974,-,502,diabetic neuropathy; ADHD; antimucositic,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"clonidine lauriad, ba-028",P08913
439,1974,Class A (Rhodopsin),small molecule,clonidine,ada2b_human,ADRA2B,1974,-,502,diabetic neuropathy; ADHD; antimucositic,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"clonidine lauriad, ba-028",P18089
440,1974,Class A (Rhodopsin),small molecule,clonidine,ada2c_human,ADRA2C,1974,-,502,diabetic neuropathy; ADHD; antimucositic,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"clonidine lauriad, ba-028",P18825
441,1997,Class A (Rhodopsin),small molecule,clopidogrel,p2y12_human,P2RY12,1997,1997,478,antiplatelet,Nucleotide ,,approved,P2Y receptors,GPCR;Rhodopsin,established,cgt-2168,Q9H244
442,1997,Class A (Rhodopsin),small molecule,clopidogrel,p2y12_human,P2RY12,1997,1997,1619,antithrombotic,Nucleotide ,,approved,P2Y receptors,GPCR;Rhodopsin,established,plavix,Q9H244
443,1989,Class A (Rhodopsin),small molecule,clozapine,drd1_human,DRD1,1989,1989,NRDD120,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,-,P21728
444,1989,Class A (Rhodopsin),small molecule,clozapine,drd2_human,DRD2,1989,1989,NRDD120,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,-,P14416
445,1989,Class A (Rhodopsin),small molecule,clozapine,drd4_human,DRD4,1989,1989,NRDD120,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,-,P21917
446,1989,Class A (Rhodopsin),small molecule,clozapine,hrh1_human,HRH1,1989,1989,NRDD120,schizophrenia,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367
447,1989,Class A (Rhodopsin),small molecule,clozapine,hrh4_human,HRH4,1989,1989,NRDD120,schizophrenia,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,-,Q9H3N8
448,1989,Class A (Rhodopsin),small molecule,clozapine,5ht1a_human,HTR1A,1989,1989,NRDD120,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,-,P08908
449,1989,Class A (Rhodopsin),small molecule,clozapine,5ht2a_human,HTR2A,1989,1989,NRDD120,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,-,P28223
450,1989,Class A (Rhodopsin),small molecule,clozapine,5ht2c_human,HTR2C,1989,1989,NRDD120,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,-,P28335
451,0,Class A (Rhodopsin),small molecule,cocaine,drd3_human,DRD3,,-,NRDD123,local anesthetic,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,-,P35462
452,0,Class A (Rhodopsin),small molecule,cocaine,oprk_human,OPRK1,,-,NRDD123,local anesthetic,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,-,P41145
453,2009,Class A (Rhodopsin),small molecule,codeine,oprd_human,OPRD1,2009,-,NRDD124,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,-,P41143
454,2009,Class A (Rhodopsin),small molecule,codeine,oprk_human,OPRK1,2009,-,NRDD124,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,-,P41145
455,2009,Class A (Rhodopsin),small molecule,codeine,oprm_human,OPRM1,2009,-,NRDD124,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,-,P35372
456,2005,Class A (Rhodopsin),small molecule,conivaptan,v1ar_human,AVPR1A,2005,2005,519,hyponatremia,Peptide ,,approved,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"conivaptan, ym-087,vaprisol",P37288
457,2005,Class A (Rhodopsin),small molecule,conivaptan,v2r_human,AVPR2,2005,2005,519,hyponatremia,Peptide ,,approved,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"conivaptan, ym-087,vaprisol",P30518
458,0,Class A (Rhodopsin),protein,corifollitropin alfa,fshr_human,FSHR,-,-,526,Fertility,Protein ,,in trial,Glycoprotein hormone receptors,GPCR;Rhodopsin,established,"corifollitropin alfa,elonva",P23945
459,1955,Class A (Rhodopsin),protein,corticotropin,acthr_human,MC2R,1955,1950,NRDD127,Diagnostic,Peptide ,,approved,Melanocortin receptors,GPCR;Rhodopsin,established,-,Q01718
460,0,Class B1 (Secretin),peptide,corticotropin-releasing factor,crfr1_human,CRHR1,-,-,528,peritumoral brain edema,Peptide ,,in trial,Corticotropin-releasing factor receptors,GPCR;Secretin,not established,"corticotropin-releasing factor,xerecept",P34998
461,0,Class B1 (Secretin),peptide,corticotropin-releasing factor,crfr2_human,CRHR2,-,-,528,peritumoral brain edema,Peptide ,,in trial,Corticotropin-releasing factor receptors,GPCR;Secretin,not established,"corticotropin-releasing factor,xerecept",Q13324
462,1970,Class A (Rhodopsin),peptide,cosyntropin,acthr_human,MC2R,1970,1970,NRDD128,Diagnostic,Peptide ,,approved,Melanocortin receptors,GPCR;Rhodopsin,established,-,Q01718
463,0,Class A (Rhodopsin),small molecule,cpb-307,s1pr1_human,S1PR1,-,-,MMAmar2016_0127,autoimmune diseases,Lipid ,,in trial,Lysophospholipid (S1P) receptors,GPCR;Rhodopsin,established,cpb-307,P21453
464,0,Class A (Rhodopsin),small molecule,cr665,oprk_human,OPRK1,-,-,539,Analgesics,Peptide ,,in trial,Opioid receptors,GPCR;Rhodopsin,established,cr665,P41145
465,0,Class A (Rhodopsin),small molecule,cr845,oprk_human,OPRK1,-,-,540,Analgesics,Peptide ,,in trial,Opioid receptors,GPCR;Rhodopsin,established,cr845,P41145
466,0,Class A (Rhodopsin),small molecule,crth2 receptor antagonist,pd2r2_human,GPR44,-,-,546,Anti-Allergic,Lipid ,,in trial,Prostanoid receptors,GPCR;Rhodopsin,not established,crth2 receptor antagonist,Q9Y5Y4
467,0,Class A (Rhodopsin),protein,ctce-9908,cxcr4_human,CXCR4,-,-,2376,Antineoplastic,Protein ,,in trial,Chemokine receptors,GPCR;Rhodopsin,established,ctce-9908,P61073
468,0,Class A (Rhodopsin),small molecule,ctp-499,aa1r_human,ADORA1,-,-,2268,diabetic nephropathy,Nucleotide ,,in trial,Adenosine receptors,GPCR;Rhodopsin,established,ctp-499,P30542
469,0,Class A (Rhodopsin),small molecule,ctp-499,aa2ar_human,ADORA2A,-,-,2268,diabetic nephropathy,Nucleotide ,,in trial,Adenosine receptors,GPCR;Rhodopsin,established,ctp-499,P29274
470,0,Class F (Frizzled),small molecule,cur-61414,smo_human,SMO,-,-,2823,Antineoplastic,Protein ,,in trial,Frizzled,GPCR;Frizzled,established,cur-61414,Q99835
471,0,Class A (Rhodopsin),small molecule,cvt-3619,aa1r_human,ADORA1,-,-,568,Antihyperlipidemic,Nucleotide ,,in trial,Adenosine receptors,GPCR;Rhodopsin,established,cvt-3619,P30542
472,0,Class A (Rhodopsin),small molecule,cvt-6883,aa2br_human,ADORA2B,-,-,569,Anti-Asthmatic,Nucleotide ,,in trial,Adenosine receptors,GPCR;Rhodopsin,established,cvt-6883,P29275
473,0,Class A (Rhodopsin),small molecule,cyclizine,hrh1_human,HRH1,,-,NRDD130,Antiemetics,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367
474,1977,Class A (Rhodopsin),small molecule,cyclobenzaprine,5ht2a_human,HTR2A,1977,1977,NRDD131,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,-,P28223
475,1977,Class A (Rhodopsin),small molecule,cyclobenzaprine,5ht2a_human,HTR2A,1977,1977,2489,Muscle Relaxants,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"cyclobenzaprine hydrochloride extended-release capsules,amrix",P28223
476,1977,Class A (Rhodopsin),small molecule,cyclobenzaprine,5ht2a_human,HTR2A,1977,1977,MMAmay2016_0082,fibromyalgia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,tnx-102,P28223
477,1974,Class A (Rhodopsin),small molecule,cyclopentolate,acm1_human,CHRM1,1974,-,NRDD132,Mydriatics,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P11229
478,0,Class A (Rhodopsin),small molecule,cycrimine,acm1_human,CHRM1,-,-,NRDD134,Antiparkinson,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P11229
479,1961,Class A (Rhodopsin),small molecule,cyproheptadine,hrh1_human,HRH1,1961,1961,NRDD135,Anti-Allergic ; Appetite Stimulant,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367
480,1961,Class A (Rhodopsin),small molecule,cyproheptadine,5ht2a_human,HTR2A,1961,1961,NRDD135,Anti-Allergic ; Appetite Stimulant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,-,P28223
481,0,Class B1 (Secretin),peptide,dac:glp-1,glp1r_human,GLP1R,-,-,590,Antidiabetic,Peptide ,,in trial,Glucagon receptor family,GPCR;Secretin,established,"dac:glp-1, cjc-1131",P43220
482,0,Class B1 (Secretin),peptide,dac:grf,ghrhr_human,GHRHR,-,-,591,hormone replacement,Peptide ,,in trial,Glucagon receptor family,GPCR;Secretin,established,dac:grf,Q02643
483,1976,Class A (Rhodopsin),small molecule,danazol,gnrhr_human,GNRHR,-,1976,NRDD139,Antiendometriosis ; Antineoplastic,Peptide ,,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,-,P30968
484,1976,Class A (Rhodopsin),small molecule,danazol,gnrr2_human,GNRHR2,-,1976,NRDD139,Antiendometriosis ; Antineoplastic,Peptide ,,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,-,Q96P88
485,1976,Class A (Rhodopsin),small molecule,danazol,gnrhr_human,GNRHR,-,1976,2297,diabetic macular edema,Peptide ,,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,optina,P30968
486,1976,Class A (Rhodopsin),small molecule,danazol,gnrr2_human,GNRHR2,-,1976,2297,diabetic macular edema,Peptide ,,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,optina,Q96P88
487,1990,Class A (Rhodopsin),small molecule,dapiprazole,ada1a_human,ADRA1A,1990,1990,NRDD141,opthalmological,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P35348
488,1990,Class A (Rhodopsin),small molecule,dapiprazole,ada1b_human,ADRA1B,1990,1990,NRDD141,opthalmological,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P35368
489,1990,Class A (Rhodopsin),small molecule,dapiprazole,ada1d_human,ADRA1D,1990,1990,NRDD141,opthalmological,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P25100
490,2004,Class A (Rhodopsin),small molecule,darifenacin,acm3_human,CHRM3,2004,2004,598,overactive bladder,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"darifenacin,enablex, emselex",P20309
491,0,Class A (Rhodopsin),small molecule,darusentan,ednra_human,EDNRA,-,-,599,Antihypertensive,Peptide ,,in trial,Endothelin receptors,GPCR;Rhodopsin,established,darusentan,P25101
492,0,Class A (Rhodopsin),small molecule,debrisoquin,ada1a_human,ADRA1A,-,-,NRDD143,Antihypertensive,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,-,P35348
493,0,Class A (Rhodopsin),small molecule,debrisoquin,ada1b_human,ADRA1B,-,-,NRDD143,Antihypertensive,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,-,P35368
494,0,Class A (Rhodopsin),small molecule,debrisoquin,ada1d_human,ADRA1D,-,-,NRDD143,Antihypertensive,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,-,P25100
495,0,Class A (Rhodopsin),small molecule,debrisoquin,ada2a_human,ADRA2A,-,-,NRDD143,Antihypertensive,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,-,P08913
496,0,Class A (Rhodopsin),small molecule,debrisoquin,ada2b_human,ADRA2B,-,-,NRDD143,Antihypertensive,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,-,P18089
497,0,Class A (Rhodopsin),small molecule,debrisoquin,ada2c_human,ADRA2C,-,-,NRDD143,Antihypertensive,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,-,P18825
498,2008,Class A (Rhodopsin),small molecule,degarelix,gnrhr_human,GNRHR,20082009,2008,610,Antineoplastic,Peptide ,,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,degarelix,P30968
499,2008,Class A (Rhodopsin),small molecule,degarelix,gnrr2_human,GNRHR2,20082009,2008,610,Antineoplastic,Peptide ,,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,degarelix,Q96P88
500,0,Class A (Rhodopsin),small molecule,denufosol,p2ry2_human,P2RY2,-,-,614,cystic fibrosis,Nucleotide ,,in trial,P2Y receptors,GPCR;Rhodopsin,not established,"denufosol tetrasodium, ins37217 respiratory",P41231
501,1964,Class A (Rhodopsin),small molecule,desipramine,adrb1_human,ADRB1,1964,-,NRDD148,Anti-depressant,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P08588
502,1964,Class A (Rhodopsin),small molecule,desipramine,adrb2_human,ADRB2,1964,-,NRDD148,Anti-depressant,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P07550
503,1964,Class A (Rhodopsin),small molecule,desipramine,acm1_human,CHRM1,1964,-,NRDD148,Anti-depressant,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P11229
504,1964,Class A (Rhodopsin),small molecule,desipramine,acm2_human,CHRM2,1964,-,NRDD148,Anti-depressant,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P08172
505,1964,Class A (Rhodopsin),small molecule,desipramine,hrh1_human,HRH1,1964,-,NRDD148,Anti-depressant,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367
506,2001,Class A (Rhodopsin),small molecule,desloratadine,hrh1_human,HRH1,2001,2001,620,Anti-Allergic,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,"desloratadine , clarinex",P35367
507,1978,Class A (Rhodopsin),peptide,desmopressin,v1ar_human,AVPR1A,-,1978,1537,incontinence,Peptide ,,approved,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"ox 19, sublingual desmopressin",P37288
508,1978,Class A (Rhodopsin),peptide,desmopressin,v1br_human,AVPR1B,-,1978,1537,incontinence,Peptide ,,approved,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"ox 19, sublingual desmopressin",P47901
509,1978,Class A (Rhodopsin),peptide,desmopressin,v2r_human,AVPR2,-,1978,1537,incontinence,Peptide ,,approved,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"ox 19, sublingual desmopressin",P30518
510,0,Class A (Rhodopsin),peptide,desmopressin (vasopressin),v1ar_human,AVPR1A,-,-,MMAjun2016_0039,Antidiuretic,Peptide ,,approved,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"nocdurna,  desmopressin",P37288
511,0,Class A (Rhodopsin),peptide,desmopressin (vasopressin),v1br_human,AVPR1B,-,-,MMAjun2016_0040,Antidiuretic,Peptide ,,approved,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"nocdurna,  desmopressin",P47901
512,0,Class A (Rhodopsin),peptide,desmopressin (vasopressin),v2r_human,AVPR2,-,-,MMAjun2016_0041,Antidiuretic,Peptide ,,approved,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"nocdurna,  desmopressin",P30518
513,2002,Class C (Glutamate) ,small molecule,"deuterium containing analog of sodium oxybate, gamma hydroxybutyric acid",gabr2_human,GABBR2,-,2002,MMAmay2016_0771,sleep disorders; narcolepsy,Amino acid ,,in trial,GABAB receptors,GPCR;Glutamate,established,jzp-386,O75899
514,2002,Class C (Glutamate) ,small molecule,"deuterium containing analog of sodium oxybate, gamma hydroxybutyric acid",gabr1_human,GABBR1,-,2002,MMAmay2016_0773,sleep disorders; narcolepsy,Amino acid ,,in trial,GABAB receptors,GPCR;Glutamate,established,jzp-386,Q9UBS5
515,0,Class A (Rhodopsin),small molecule,dexbrompheniramine,hrh1_human,HRH1,,-,NRDD153,Anti-Allergic,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367
516,0,Class A (Rhodopsin),small molecule,dexloxiglumide,cckar_human,CCKAR,-,-,626,motilitant,Peptide ,,in trial,Cholecystokinin receptors,GPCR;Rhodopsin,established,"dexloxiglumide, cr 2017",P32238
517,0,Class A (Rhodopsin),small molecule,dexmedetomidin,ada2a_human,ADRA2A,-,-,MMAapril2016_0144,Analgesics,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"dex-in, intranasal dexmedetomidin",P08913
518,1999,Class A (Rhodopsin),small molecule,dexmedetomidine,ada2a_human,ADRA2A,1999,-,NRDD155,Analgesics; Hypnotics and Sedatives,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P08913
519,0,Class A (Rhodopsin),small molecule,dexpramipexole,drd2_human,DRD2,-,-,627,amyotrophic lateral sclerosis (ALS),Aminergic ,,in trial,Dopamine receptors,GPCR;Rhodopsin,established,"dexpramipexole, kns-760704",P14416
